"","P21452_153","P21452_161","P21452_165","P21452_169","P21452_173","P21452_177","P21452_181","P21452_189"
"PS_chr03_G010865",692.28,662.347,1365.502,736.714,2505.668,554.352,848.56,1542.628
"PS_chr03_G010869",65,93,133,88,210,100,104,183
"PS_chr03_G010870",277.365,271,248.99,283.435,396.816,190,150,312.484
"PS_chr03_G010871",38,46,34,111,97,35.771,27,92.689
"PS_chr03_G010872",118,177.998,404,333.063,598.862,169.053,302.705,410.942
"PS_chr03_G010873",206,190,166,197,312.019,184,160.001,294.074
"PS_chr03_G010874",64,50,168,95,175.985,60,107,177
"PS_chr03_G010875",16,22,33,41,104,21,10,81.084
"PS_chr03_G010876",52,2,114,243.617,202.991,90,56.044,132
"PS_chr03_G010878",53.036,48,64,74,84.573,40.016,29,93.044
"PS_chr03_G010879",74.139,89.023,80.268,117,134.858,58,94,133
"PS_chr03_G010880",147,93.161,90,159,146.07,162.926,129.019,191
"PS_chr03_G010881",39,41,26,50,59.002,32,26,65
"PS_chr03_G010882",107,139.053,183,113,260.533,92,104.08,207.147
"PS_chr03_G010886",129,108.429,144.006,184.624,501.175,122,194,389.516
"PS_chr03_G010887",0,0,0,0,113,0,0,0
"PS_chr03_G010888",0,0,0,0,0,0,0,0
"PS_chr03_G010889",2,12,12,3,41.027,0,8,20
"PS_chr03_G010890",72.09,188.878,163.426,215.188,184.856,139.297,96.619,221.007
"PS_chr03_G010891",193.886,210.122,253.574,257.267,393.151,231.712,143.502,342.277
"PS_chr03_G010892",1366.001,959.971,1173.802,1627.336,1781.515,1096.278,859.111,1611.425
"PS_chr03_G010894",0,0,0,0,0,0,0,0
"PS_chr03_G010895",59.159,7.014,4.175,20.451,21.223,3.087,11,15.976
"PS_chr03_G010896",60.034,0,0,1,0,3,0,0
"PS_chr03_G010897",1000.474,736.274,895.86,1002.574,1568.583,662.091,748.243,1315.709
"PS_chr03_G010898",895,775.196,1314.401,1044.439,1462.976,641.299,634.737,1221.29
"PS_chr03_G010899",0,0,0,0,0,0,0,0
"PS_chr03_G010900",39,28,100.8,89.007,156,44,46,86
"PS_chr03_G010901",0,0,0,0,0,0,0,0
"PS_chr03_G010902",1,0,3,4,0,2,1,1
"PS_chr03_G010903",8.001,0,5.025,3,19.994,0,4.109,17
"PS_chr03_G010904",0,0,0,0,0,0,0,0
"PS_chr03_G010905",83.999,51,66.975,81.009,98.006,62,90.891,21
"PS_chr03_G010906",62,22,9,71,43.948,29.006,51,22
"PS_chr03_G010908",2845.323,2242.564,2648.921,2672.032,4570.358,2082.08,1770.325,3998.183
"PS_chr03_G010909",11,12,11,7,23,17,13,43.001
"PS_chr03_G010910",4242.008,3863.016,4377.121,4661.898,5882.185,3567.717,2853.69,4790.855
"PS_chr03_G010911",0,0,0,434.845,0,0,4.866,162.122
"PS_chr03_G010912",33,4,0,0,0,23.62,3,0
"PS_chr03_G010913",0,0,0,0,0,8.38,0,0
"PS_chr03_G010914",1187.028,991.166,1177.559,1401.938,2530.578,847.55,1282.527,1384.418
"PS_chr03_G010915",190.105,177.033,366.977,350,369.726,133,79.005,181.611
"PS_chr03_G010916",14,6,22,10,13,8,12,6
"PS_chr03_G010917",326.636,301.747,459.956,407.695,330.828,297.186,261.914,330.605
"PS_chr03_G010918",740.836,640.327,905.265,1084.221,806.812,812.578,494.57,755.645
"PS_chr03_G010919",309,432.545,373.48,458.211,427.195,267,230.089,367.284
"PS_chr03_G010920",0,0,0,0,0,0,0,0
"PS_chr03_G010921",881.35,929.429,491.377,841.8,864.807,592,390.38,634.166
"PS_chr03_G010922",21,32.337,21,34,40,28,45,0
"PS_chr03_G010923",0,0,0,0,0,0,0,0
"PS_chr03_G010924",692.674,409,236,300.011,250,333.378,218,306.981
"PS_chr03_G010925",30,14,44,34,65,8,15,55.425
"PS_chr03_G010926",7966.243,6482.895,6261.042,10144.078,8358.401,5432.064,4160.079,6437.723
"PS_chr03_G010927",250,195.271,171.132,264.73,137.621,246.816,113.66,145.966
"PS_chr03_G010928",1019.25,649.444,380.012,517.644,439.186,557.041,149.641,330.055
"PS_chr03_G010929",731,555.313,669.361,793.018,1064.594,520.037,344.067,920.872
"PS_chr03_G010930",127.042,80.987,180,98.002,286.159,76,128,201.997
"PS_chr03_G010931",0,0,0,0,0,0,0,0
"PS_chr03_G010932",0,0,0,0,0,0,0,0
"PS_chr03_G010933",9.581,5.417,3.41,25.625,47.616,16.773,42.299,69.622
"PS_chr03_G010934",9.052,2.268,3.267,5.261,7.511,4.311,3.519,11.116
"PS_chr03_G010935",0,0,7,0,0,3,2,4
"PS_chr03_G010936",24,29.001,5,50,10,8,19,35
"PS_chr03_G010937",95.915,84.003,143.487,159.193,189.337,79.38,112.777,258.871
"PS_chr03_G010938",1.007,0,7,7.998,9.997,2,6.056,12.828
"PS_chr03_G010939",79.078,63.997,156.973,68.831,276.65,97.081,164.021,209.179
"PS_chr03_G010940",18,3,16,8.002,7.003,5,11.145,4.228
"PS_chr03_G010941",929.926,516.354,365.125,674,228.004,434,178,272.813
"PS_chr03_G010942",285,403,371,184,368.955,191,411.862,436.758
"PS_chr03_G010943",34.927,18.006,15.704,5.093,0,53.724,20.936,12.753
"PS_chr03_G010944",0,0,0,0,0,3,2,0
"PS_chr03_G010945",70.46,15.994,6.168,41.3,2,21.356,8.064,2.247
"PS_chr03_G010946",11.941,3.814,3,8,5,2,1.984,0
"PS_chr03_G010947",17.558,0,0,9.678,0,0,0,0
"PS_chr03_G010948",2.531,0,2.055,0,5.258,10.348,5.298,0
"PS_chr03_G010949",0,0,0,0,1.397,0,0,3.36
"PS_chr03_G010950",9.613,0,1.127,5.606,0,18.92,0,0
"PS_chr03_G010951",3.059,1.186,0,0,0,4,2.016,0
"PS_chr03_G010952",10,0,0,10,0,0,1,0
"PS_chr03_G010953",13,0,3,2,3,0,0,0
"PS_chr03_G010954",0,0,0,0,0,0,0,0
"PS_chr03_G010955",2,0,0,0,2,1,0,0
"PS_chr03_G010956",0,0,0,0,0,0,0,0
"PS_chr03_G010957",0,0,0,0,0,0,0,0
"PS_chr03_G010958",0,0,0,0,0,0,0,0
"PS_chr03_G010959",0,0,0,0,0,0,0,0
"PS_chr03_G010960",1,0,0,0,0,1,0,0
"PS_chr03_G010961",0,0,0,0,0,0,0,2
"PS_chr03_G010962",0,0,0,0,0,0,0,0
"PS_chr03_G010963",0,0,0,0,0,0,0,0
"PS_chr03_G010964",1,0,0,0,2,0,0,0
"PS_chr03_G010965",0,0,0,0,2,0,0,0
"PS_chr03_G010966",0,0,0,0,0,0,0,0
"PS_chr03_G010967",0,0,0,0,0,0,0,0
"PS_chr03_G010968",0,0,0,0,0,0,0,1
"PS_chr03_G010969",14.66,9,0,10,13,5,2,15
"PS_chr03_G010970",0,0,0,0,0,0,0,0
"PS_chr03_G010971",0,0,0,0,1,0,0,0
"PS_chr03_G010972",0,0,0,0,0,0,0,0
"PS_chr03_G010973",0,0,0,0,0,0,0,0
"PS_chr03_G010974",0,0,3,0,0,0,0,0
"PS_chr03_G010975",0,0,0,0,0,0,0,0
"PS_chr03_G010976",0,0,0,0,0,0,0,0
"PS_chr03_G010977",0,0,0,0,0,0,0,0
"PS_chr03_G010978",51,59,154,34.039,190.685,52,100.008,347.029
"PS_chr03_G010979",10,0,0,0,4,0,0,0
"PS_chr03_G010980",88,117,371,125.431,455.574,84,252.106,742.808
"PS_chr03_G010981",16,6,16,7,13,8,1,18.01
"PS_chr03_G010982",25,29,38,35,52,17,27,75
"PS_chr03_G010983",49,26.957,19.96,39.809,43.941,25.002,14.13,41.658
"PS_chr03_G010984",156.766,24.555,12.003,148.994,35.501,80.264,147.217,27.88
"PS_chr03_G010985",0,0,0,0,1,0,0,0
"PS_chr03_G010986",0,0,0,0,0,0,0,0
"PS_chr03_G010987",0,0,0,0,0,0,0,1
"PS_chr03_G010988",0,0,0,0,0,0,0,0
"PS_chr03_G010989",0,0,0,0,0,1,0,0
"PS_chr03_G010990",0,0,0,0,0,0,0,0
"PS_chr03_G010991",0,0,0,0,0,0,0,0
"PS_chr03_G010992",0,0,0,0,0,0,0,0
"PS_chr03_G010993",0,0,0,0,0,0,0,0
"PS_chr03_G010994",0,0,0,0,0,0,0,0
"PS_chr03_G010995",0,0,0,0,0,0,0,0
"PS_chr03_G010996",0,0,0,0,0,0,0,0
"PS_chr03_G010997",0,0,0,0,0,0,0,0
"PS_chr03_G010998",0,0,0,0,0,0,0,0
"PS_chr03_G010999",0,0,0,0,0,0,0,0
"PS_chr03_G011000",16,21,169,34,40.605,58,3,41.001
"PS_chr03_G011001",25,17,75.141,29,94.045,17,11,36
"PS_chr03_G011002",17,23,58,17,29,21,10,24.001
"PS_chr03_G011003",0,0,0,0,0,0,0,0
"PS_chr03_G011004",16.445,8.221,0,1.001,1.153,0,27.628,15.627
"PS_chr03_G011005",1,0,63.687,2,3.001,17,0,2
"PS_chr03_G011006",0,0,45,0,0,1,0,0
"PS_chr03_G011007",0,0,28.313,2,12.999,8,0,0
"PS_chr03_G011008",0,0,7,0,0,1,0,0
"PS_chr03_G011009",45,27,65,21,24,24,2,26
"PS_chr03_G011010",0,0,0,0,5.652,0,1.173,14.943
"PS_chr03_G011011",76,55,125,41,62.012,48,15,45
"PS_chr03_G011012",0,0,11,1,2,4,1,3
"PS_chr03_G011013",0,0,0,0,0,0,0,0
"PS_chr03_G011014",2,4,2,0,8,3,0,13
"PS_chr03_G011015",356.2,257.002,300.121,472.765,417.2,337,156.939,334
"PS_chr03_G011017",0,0,0,0,0,0,0,0
"PS_chr03_G011018",1,2,6,1,0,0,0,1
"PS_chr03_G011019",15,1,18,15,29,2,3,13
"PS_chr03_G011020",69,25.97,61,62,172.014,72,119,135
"PS_chr03_G011021",0,2.03,4,4,7,0,0,3
"PS_chr03_G011022",0,0,0,0,0,0,0,0
"PS_chr03_G011023",2479.773,2279.808,3931.278,3592.603,4923.497,2100.472,2117.416,4569.629
"PS_chr03_G011024",1790.359,1283.169,1660.416,2069.568,2084.755,1359.136,973.538,2031.347
"PS_chr03_G011025",1,0,0,0,3,0,3,0
"PS_chr03_G011029",0,0,0,1,0,0,0,0
"PS_chr03_G011030",56,76.194,132.592,160,253.008,58,89.038,225
"PS_chr03_G011031",0,0,3,0,2,0,0,1
"PS_chr03_G011032",0,0,0,0,0,0,0,0
"PS_chr03_G011033",7939.568,7261.235,8063.446,9589.669,9573.872,7323.869,7412.404,9808.564
"PS_chr03_G011034",934,690.203,939,967.195,1494.939,673.421,685,1070.038
"PS_chr03_G011035",0,0,0,0,0,0,0,0
"PS_chr03_G011036",0,0,0,1.886,0,0,0,0
"PS_chr03_G011037",51,29.984,372.833,99.937,21.981,39,28,5
"PS_chr03_G011038",4,1.016,584.167,142.063,122.668,4,33,0
"PS_chr03_G011039",66.201,82.43,104.292,90.531,109.361,45.657,66.279,82.702
"PS_chr03_G011040",0,0,2,2,0,0,0,0
"PS_chr03_G011042",8567.597,7549.822,6662.378,9362.508,8940.306,6366.368,4028.488,7878.415
"PS_chr03_G011043",251,111.917,364.338,242.146,528.378,280.02,499.311,778.269
"PS_chr03_G011044",38,89,133,78,345.414,78,193.317,244.01
"PS_chr03_G011045",21,23,170.001,47,204.041,10,185.946,333.322
"PS_chr03_G011046",146,107,175.35,188,199.037,114.823,151.457,208.061
"PS_chr03_G011047",5,7,0,0,5,6,12,20
"PS_chr03_G011048",229.017,167,292.764,279.504,494.79,117,332.392,683.55
"PS_chr03_G011049",13,0,8,5,7,2,1,0
"PS_chr03_G011050",635.358,485,667.751,709.404,832.916,519.442,362.053,778.741
"PS_chr03_G011055",800.227,711.586,954.478,957.371,1357.799,532.13,658.616,1290.739
"PS_chr03_G011062",0,0,0,0,0,0,0,0
"PS_chr03_G011063",4,6,15,29,1,12,1,0
"PS_chr03_G011064",0,0,0,0,0,0,0,0
"PS_chr03_G011065",3122.666,5369.052,1560.236,3840.76,1438.875,2189.011,928.924,3380.412
"PS_chr03_G011066",217.002,138,195,306,454.987,220,240.981,685.002
"PS_chr03_G011067",33.007,43.983,35.001,147,9.958,0,122.352,99
"PS_chr03_G011068",166.993,59.017,158.085,87.002,266.042,78,372.653,345.156
"PS_chr03_G011069",2,1,2,5,12,6,2,33
"PS_chr03_G011070",30.522,7.748,27.587,21.326,62.361,104.719,46.983,43.592
"PS_chr03_G011071",241.535,343.505,734.65,561.276,930.758,251.51,807.489,634.902
"PS_chr03_G011072",759,945.828,670,816.869,576.914,641,386.924,1558.507
"PS_chr03_G011073",348.091,605.891,1095.48,272.299,564.288,254.232,143.441,646.973
"PS_chr03_G011074",617.273,628.448,908.185,1384.136,786.41,274.133,553.642,967.808
"PS_chr03_G011076",2874.659,2767.56,4430.461,4863.915,3343.86,1379.121,2391.702,3155.681
"PS_chr03_G011077",2,0,2,2,0,1,0,0
"PS_chr03_G011078",32,30.162,10,57.918,59.977,5,21.556,11.015
"PS_chr03_G011079",52,22,44,38,126,32,64,98
"PS_chr03_G011080",104,14,115,61,61,38,25,46
"PS_chr03_G011081",0,0,0,0,0,0,0,0
"PS_chr03_G011082",9,18,9,5,4,5,4,5
"PS_chr03_G011085",0,0,0,0,0,0,0,0
"PS_chr03_G011086",4668.139,5387.395,5358.674,6631.945,6024.87,4196.056,2852.783,5544.26
"PS_chr03_G011087",0,0,0,0,0,0,0,0
"PS_chr03_G011088",0,3,0,0,0,0,0,0
"PS_chr03_G011089",0,0,0,27.987,72.775,0,0,30.184
"PS_chr03_G011090",21.025,41.645,37.285,50.605,86.643,0,0,153.546
"PS_chr03_G011091",3,0,0,0,4,0,0,0
"PS_chr03_G011092",0,0,0,0,1,0,1,0
"PS_chr03_G011098",672.811,427.537,215.032,1667.232,289.692,1566.509,163.653,82.527
"PS_chr03_G011099",45,7,115,174.011,236.933,92.991,68,166.085
"PS_chr03_G011100",0,0,0,0,0,0,0,0
"PS_chr03_G011101",0,0,0,0,0,1,0,0
"PS_chr03_G011102",2,0,3,0,2.387,0,0,0
"PS_chr03_G011103",0,0,0,0,0,0,0,0
"PS_chr03_G011104",1,0,0,0,0,0,0,0
"PS_chr03_G011105",0,0,0,0,0,0,0,0
"PS_chr03_G011106",2,1,5,0,8,1,0,0
"PS_chr03_G011107",0,0,0,1,0,0,0,0
"PS_chr03_G011108",0,0,3,2,0,0,0,1
"PS_chr03_G011109",0,0,0,0,0,0,0,0
"PS_chr03_G011110",3,0,0,0,0,0,0,0
"PS_chr03_G011111",776,1063.77,2089.709,498.233,1974.849,913.426,1585.427,2592.611
"PS_chr03_G011112",2,0,138.131,33,81,11,10,72.152
"PS_chr03_G011113",726,674.192,731.118,785.895,1118.684,573.82,432.638,832.609
"PS_chr03_G011114",2584.411,2231.263,1436.503,3368.478,2490.154,2033.892,879.692,1821.239
"PS_chr03_G011116",397.629,329,475.042,497.445,573.904,340.535,367.599,435.491
"PS_chr03_G011117",10.698,2,6.781,5,2,0,0,6.071
"PS_chr03_G011118",0,0,0,0,0,0,0,0
"PS_chr03_G011119",27,4,29.582,18.917,61.36,22.126,12.195,41.388
"PS_chr03_G011120",16,6,5,3.991,9.983,1,4,7
"PS_chr03_G011121",580.391,533.589,432.864,1376.918,1062.152,476.997,341.805,480.012
"PS_chr03_G011122",1188.281,1211.476,1965.761,3154.621,2273.095,1168.72,468.221,1810.374
"PS_chr03_G011123",1320.465,973.96,11289.878,1175.462,1428.128,1471.589,405.959,3537.174
"PS_chr03_G011124",12,10,35,2,35.812,2,10,112.738
"PS_chr03_G011125",1,4,5,0,1,5,0,6
"PS_chr03_G011126",181,224.593,1315.273,116,1372.38,105.505,602.023,2105.574
"PS_chr03_G011127",135.197,79,387.06,76.996,499.308,69.001,170.427,492.513
"PS_chr03_G011128",882,788.959,709.059,955.877,1131.542,610.456,465.022,809.051
"PS_chr03_G011129",1,0,0,0,1,2,0,3
"PS_chr03_G011130",10.001,9.206,44.19,2.01,10,14,28.725,126.212
"PS_chr03_G011131",0,0,8,0,1,0,1,3
"PS_chr03_G011132",55,43,117,92,59,53,28,168.577
"PS_chr03_G011133",14,13,11,19,4,5,7,15.423
"PS_chr03_G011134",68.999,33.794,133.81,144.164,128.007,36,198.275,78.929
"PS_chr03_G011135",0,0,21,0,2,1,1,45
"PS_chr03_G011136",56,81.004,749.095,112,352.016,312.02,397.373,1274.89
"PS_chr03_G011137",1,0,25,28,8,18,10,9
"PS_chr03_G011138",353.442,320.878,1100.006,439.664,1525.058,335.576,606.35,1174.877
"PS_chr03_G011139",79,46,158.002,74,310.643,117,150.22,211.023
"PS_chr03_G011143",31,110,95,25,101,60,54,79
"PS_chr03_G011144",91.208,148.997,138.311,125.553,117.7,98.143,157.596,170.673
"PS_chr03_G011145",168.014,197.007,176,58,256.04,68,130.023,136.009
"PS_chr03_G011147",28,27,126.025,37,159,8,58,313.232
"PS_chr03_G011148",24.336,47.118,73.715,71.591,126.246,22.282,88.66,132.182
"PS_chr03_G011149",8,6,21,9.025,43,18,24,3
"PS_chr03_G011150",5.926,0,4.048,5.66,2.323,7.278,6.376,4.506
"PS_chr03_G011151",17,7,4,22,6,9,1,3
"PS_chr03_G011152",13.577,63.322,35.914,35.93,83.704,26,29.016,81
"PS_chr03_G011153",3,0,1,0,84,10,5,31.193
"PS_chr03_G011154",32,21,194.047,29,458.349,58,276,391.628
"PS_chr03_G011155",0,0,0,0,0,0,0,0
"PS_chr03_G011156",0,0,4,0,8,0,2,7
"PS_chr03_G011157",595.037,311.091,576.094,545.243,386.872,245.244,237.481,573.542
"PS_chr03_G011158",1506.054,1660.627,927.691,1060.867,1241.719,1001.423,899.313,1143.754
"PS_chr03_G011160",334.109,184,0,666.18,571.987,240,14,205.097
"PS_chr03_G011161",0,0,0,2,0,1,0,2
"PS_chr03_G011162",2,18,9,0,3,6,0,18
"PS_chr03_G011163",17813.617,14726.47,18449.469,16613.826,18050.309,12741.544,10493.506,18026.347
"PS_chr03_G011164",7,0,0,0,0,1,7,0
"PS_chr03_G011165",856.44,408.017,510,319.217,734.002,963.97,348.437,605.683
"PS_chr03_G011166",0,0,0,0,0,1,0,0
"PS_chr03_G011167",2301.903,2589.16,2374.995,2248.827,2305.265,1564.005,997.376,1912.238
"PS_chr03_G011168",168.281,80.208,246.623,187.521,341.95,110.682,165.714,357.969
"PS_chr03_G011169",42.719,18.792,77.377,69.474,74.037,36.318,31.575,58.046
"PS_chr03_G011170",0,0,0,0,2,0,7,1
"PS_chr03_G011171",0,0,4,0,0,0,0,0
"PS_chr03_G011172",6925.375,6402.388,7274.132,8086.226,7499.269,4216.707,4299.414,7317.003
"PS_chr03_G011173",0,0,0,0,0,0,0,0
"PS_chr03_G011174",0,0,0,0,0,0,0,0
"PS_chr03_G011175",6,5,5,1,5,7,5,8
"PS_chr03_G011176",0,0,0,0,3,0,0,0
"PS_chr03_G011177",1481.759,1612.679,1462.337,1697.28,1665.294,1305.571,744.846,1844.503
"PS_chr03_G011178",1413.135,1090.945,1576.439,1286.528,1860.701,1031.88,528.166,1170.383
"PS_chr03_G011181",0,0,1,0,3.942,0,0,0
"PS_chr03_G011182",6320.017,6318.474,4925.682,6023.876,6604.787,5035.147,3488.685,5743.065
"PS_chr03_G011183",11,6,19,9,15,8,4,2
"PS_chr03_G011184",20,8,19,16,17,13,10,16.136
"PS_chr03_G011185",7.003,14,32,8,15,1,16,31
"PS_chr03_G011186",506,432.988,1050.833,569.073,1350.37,358,619.658,991.619
"PS_chr03_G011187",47,54,48,37,35.016,31,14,29
"PS_chr03_G011188",2028.769,1027.727,871.212,1075.336,1452.797,1015.57,584.312,1022.767
"PS_chr03_G011189",60.008,23,9,31,17,101,16,35
"PS_chr03_G011190",483.185,456.994,274,530.611,426.67,377.023,130.382,268.231
"PS_chr03_G011193",13.416,8.818,0,10.731,24.644,2,8.754,9.305
"PS_chr03_G011194",744,608.619,731.25,806.108,831.005,477.266,372.992,685.463
"PS_chr03_G011196",1872.434,1393.052,1464.442,1783.773,1545.611,1139.794,661.93,1240.766
"PS_chr03_G011198",0,0,0,0,0,0,0,0
"PS_chr03_G011200",1526.304,1263.843,1845.346,1574.52,2926.292,1078.8,1054.93,1706.537
"PS_chr03_G011201",74.522,33.015,67.714,136.373,194.979,150.023,99.9,175.884
"PS_chr03_G011202",0,0,0,0,0,0,0,0
"PS_chr03_G011203",0,0,0,0,1,0,0,1
"PS_chr03_G011205",0,0,0,0,0,2.099,4.284,0
"PS_chr03_G011208",257,217.997,215,201.012,322.579,198,160,238.331
"PS_chr03_G011213",0,0,0,1,0,0,0,0
"PS_chr03_G011214",3525.573,3234.988,2934.241,3727.292,3361.342,2614.269,1574.424,2735.27
"PS_chr03_G011215",1,0,0,0,0,1,0,0
"PS_chr03_G011216",0,2,0,0,0,0,0,0
"PS_chr03_G011217",4388.071,2805.52,2015.285,2749.885,3301.687,2809.274,1357.899,2889.781
"PS_chr03_G011219",0,0,0,0,1,0,0,0
"PS_chr03_G011221",139,128,132.877,95,223.965,96,250.971,201.152
"PS_chr03_G011222",469,351.176,480.21,590.192,1102.517,345.151,413.355,966.757
"PS_chr03_G011223",114,118,126,142.007,241,163,59,194
"PS_chr03_G011224",465,327.176,408.977,583.573,632.361,395.23,233.001,476.165
"PS_chr03_G011225",0,0,0,0,0,0,2,0
"PS_chr03_G011226",1399,2042.229,1034.105,1382.526,1536.96,1013.596,588,1278.557
"PS_chr03_G011227",40.84,18.316,158.872,30.533,315.911,2.571,13.473,212.658
"PS_chr03_G011228",217.453,141.684,1305.597,171.994,1092.267,35.429,216.659,1221.447
"PS_chr03_G011229",11.707,0,39.368,1.348,82.929,0,22.838,36.689
"PS_chr03_G011230",553.981,604.12,778.508,629.742,942.446,415.182,477.589,669.524
"PS_chr03_G011232",618,445.901,443.001,641.595,998.003,495.16,472.408,980.969
"PS_chr03_G011233",139.038,115.686,250.925,241.252,473.32,126.549,135.081,553.802
"PS_chr03_G011234",24.962,32.314,45.075,29.418,31.311,35.451,34.924,63.073
"PS_chr03_G011235",317.012,263,403.161,339.969,635.948,301,252.001,489
"PS_chr03_G011236",0,5.491,0,0,0,0,0,0
"PS_chr03_G011237",1,0,0,0,1,0,1,0
"PS_chr03_G011238",0,0,0,0,0,0,0,0
"PS_chr03_G011239",412.163,478.002,514,741.623,634.631,223,236.04,630.528
"PS_chr03_G011240",0,0,0,0,0,0,0,0
"PS_chr03_G011241",97.819,81.132,141.84,116.291,15.19,21.482,10.767,17.742
"PS_chr03_G011242",1,0,0,0,0,0,0,0
"PS_chr03_G011243",280.063,204.083,252.06,251.032,507.374,225,140.924,427.398
"PS_chr03_G011244",0,0,2.02,0,0,1.572,0,54.84
"PS_chr03_G011245",508.92,551,540.828,428.351,908.918,267.806,587.556,834.683
"PS_chr03_G011246",1167,1142.291,1780.833,1320.903,2017.582,1153,1059.314,1641.828
"PS_chr03_G011248",184,234,277.132,229.48,375.766,224.852,112.815,238
"PS_chr03_G011249",492.308,427.548,484.201,501.406,768.056,341.747,340.974,610.051
"PS_chr03_G011255",2,0,0,0,0,0,0,0
"PS_chr03_G011256",34,29,105.228,32,39,8,2,55
"PS_chr03_G011257",0,0,0,0,0,0,0,0
"PS_chr03_G011258",15,10,68.772,27,41,8,5,40
"PS_chr03_G011259",5,0,14,26,15,6,0,2
"PS_chr03_G011260",1,0,8,4,4,2,0,0
"PS_chr03_G011261",14.924,15.611,53.836,66.193,38.607,33.999,1.978,20.177
"PS_chr03_G011262",17.076,8.389,75.164,24.808,20.393,10.001,7.022,13.823
"PS_chr03_G011263",0,0,0,0,0,0,2,0
"PS_chr03_G011264",1489.542,1415.912,2542.918,1592.106,4120.633,1342.146,2062.972,3988.377
"PS_chr03_G011265",8452.357,7921.247,7369.207,8368.776,8323.337,6294.121,3738.717,6334.419
"PS_chr03_G011266",3,3,1,1,0,1,2,0
"PS_chr03_G011268",4,3,3,0,0,4,0,0
"PS_chr03_G011269",3477.417,3048.2,3407.047,3478.815,5618.676,2677.989,2678.737,5040.704
"PS_chr03_G011270",864.064,723.308,848.027,836.143,1128.98,628.104,496,881.003
"PS_chr03_G011271",0,0,0,0,0,0,0,0
"PS_chr03_G011272",1761.208,1389.485,3200.23,1466.65,5479.851,1151.88,3005.058,5199.025
"PS_chr03_G011275",0,0,0,0,0,0,0,0
"PS_chr03_G011276",66,36,124,68.28,73.078,27,62,135
"PS_chr03_G011278",0,0,0,0,0,0,0,0
"PS_chr03_G011279",1322.325,1285.911,2067.882,2266.396,3455.287,1621.883,2010.546,2310.455
"PS_chr03_G011280",1375.997,973.868,1145.996,1150.102,1427.282,893.039,1010.077,1312.323
"PS_chr03_G011281",73,94,133.031,218.194,146,88,169.309,346.094
"PS_chr03_G011282",7,7,22,13,4,0,19,21
"PS_chr03_G011283",13,17,32,38,98,58,54,138.001
"PS_chr03_G011284",7,3,18,4,58,10.874,52,38.005
"PS_chr03_G011285",3,10,30,4,28.802,0,11,19
"PS_chr03_G011286",0,0,3.222,5.283,18.752,9.81,3.776,2.877
"PS_chr03_G011287",0,0,0,0,0,0,1.17,0
"PS_chr03_G011288",3.009,11.38,0,10.001,0,5.631,1.007,0
"PS_chr03_G011289",2,0,0,0,1,0,0,0
"PS_chr03_G011290",0,0,0,0,0,0,0,0
"PS_chr03_G011291",4.014,0,0,94.324,320.766,20.224,196.328,11.516
"PS_chr03_G011292",0,4.177,1.363,19.717,9.355,29.19,0,5.255
"PS_chr03_G011293",0,0,0,0,1.798,9.728,0,0
"PS_chr03_G011294",0,0,1,3.754,17.973,37.776,2.109,206.57
"PS_chr03_G011295",174,185,366,325.001,683.003,279,274,496.001
"PS_chr03_G011296",6,1.823,1.415,0,22.893,0,5.054,2.867
"PS_chr03_G011297",0,0,0,2,0,2,0,0
"PS_chr03_G011298",249.962,125.62,284.974,124.001,758.101,129.893,523.54,267.006
"PS_chr03_G011299",1439.338,1238.887,814.298,1198.581,1101.004,864.042,472.987,836.184
"PS_chr03_G011300",352.013,246,479.086,260.03,843.823,328.937,330.001,575.265
"PS_chr03_G011303",2,2,0,1,0,0,0,0
"PS_chr03_G011305",1,0,0,0,0,0,0,3
"PS_chr03_G011306",1,0,0,0,0,0,0,0
"PS_chr03_G011307",0,0,0,0,0,0,0,1
"PS_chr03_G011308",0,0,0,0,0,0,0,0
"PS_chr03_G011309",21.579,58.3,106.703,2.713,108.903,46.752,76.121,208.95
"PS_chr03_G011310",4.766,34.222,52.138,6.118,28.454,5.985,0,3.577
"PS_chr03_G011311",91.42,65.479,509.72,97.502,219.781,58.385,122.506,556.427
"PS_chr03_G011312",30.235,0,259.844,38.666,83.129,19.398,26.374,270.206
"PS_chr03_G011313",0,0,0,0,4,3,0,0
"PS_chr03_G011314",0,0,20.213,3.999,7.855,0,2,2.848
"PS_chr03_G011315",2.002,0,1.004,0,3.145,0,0,0
"PS_chr03_G011316",7.998,0,4.728,0,0,0,0,8.517
"PS_chr03_G011317",3,8,5.318,9.001,2.01,2,0,1.065
"PS_chr03_G011318",0,0,0,0,0,0,0,0
"PS_chr03_G011319",1,5,9.731,3,6.187,1,11,34.162
"PS_chr03_G011320",3900.191,3933.388,4800.35,3590.193,9188.567,2928.602,5752.479,7348.541
"PS_chr03_G011321",2245.233,1153.985,2844.121,2733.402,5673.972,1750.042,3532.23,4856.913
"PS_chr03_G011323",0,0,0,0,0,0,0,0
"PS_chr03_G011324",6.006,13.019,9.005,6.004,16.041,17.049,14.023,18.024
"PS_chr03_G011325",4,10,11,28,33,18,22,26
"PS_chr03_G011326",2,0,11.739,5,8.79,9.27,0,0
"PS_chr03_G011327",6,1,2.261,5,4.21,3.73,8,8
"PS_chr03_G011328",0,9.99,6.866,11.859,45.12,0,0,3.895
"PS_chr03_G011329",0,0,0,0,0,0,0,0
