PS_chr01_G000001.mRNA.3	PS_chr01_G000001
PS_chr02_G005577.mRNA.4	PS_chr02_G005577
PS_chr02_G005578.mRNA.1	PS_chr02_G005578
PS_chr02_G005579.mRNA.1	PS_chr02_G005579
PS_chr02_G005580.mRNA.1	PS_chr02_G005580
PS_chr02_G005581.mRNA.1	PS_chr02_G005581
PS_chr02_G005583.mRNA.1	PS_chr02_G005583
PS_chr02_G005584.mRNA.1	PS_chr02_G005584
PS_chr02_G005585.mRNA.1	PS_chr02_G005585
PS_chr02_G005586.mRNA.1	PS_chr02_G005586
PS_chr02_G005587.mRNA.1	PS_chr02_G005587
PS_chr02_G005588.mRNA.1	PS_chr02_G005588
PS_chr02_G005590.mRNA.2	PS_chr02_G005590
PS_chr02_G005592.mRNA.2	PS_chr02_G005592
PS_chr02_G005593.mRNA.1	PS_chr02_G005593
PS_chr02_G005594.mRNA.1	PS_chr02_G005594
PS_chr02_G005595.mRNA.1	PS_chr02_G005595
PS_chr02_G005596.mRNA.1	PS_chr02_G005596
PS_chr02_G005597.mRNA.7	PS_chr02_G005597
PS_chr02_G005598.mRNA.1	PS_chr02_G005598
PS_chr02_G005599.mRNA.1	PS_chr02_G005599
PS_chr02_G005600.mRNA.2	PS_chr02_G005600
PS_chr02_G005601.mRNA.5	PS_chr02_G005601
PS_chr02_G005602.mRNA.1	PS_chr02_G005602
PS_chr02_G005603.mRNA.4	PS_chr02_G005603
PS_chr02_G005605.mRNA.1	PS_chr02_G005605
PS_chr02_G005606.mRNA.1	PS_chr02_G005606
PS_chr02_G005607.mRNA.8	PS_chr02_G005607
PS_chr02_G005608.mRNA.1	PS_chr02_G005608
PS_chr02_G005609.mRNA.1	PS_chr02_G005609
PS_chr02_G005610.mRNA.2	PS_chr02_G005610
PS_chr02_G005611.mRNA.1	PS_chr02_G005611
PS_chr02_G005612.mRNA.1	PS_chr02_G005612
PS_chr02_G005613.mRNA.1	PS_chr02_G005613
PS_chr02_G005614.mRNA.1	PS_chr02_G005614
PS_chr02_G005616.mRNA.1	PS_chr02_G005616
PS_chr02_G005615.mRNA.4	PS_chr02_G005615
PS_chr02_G005617.mRNA.1	PS_chr02_G005617
PS_chr02_G005619.mRNA.2	PS_chr02_G005619
PS_chr02_G005620.mRNA.1	PS_chr02_G005620
PS_chr02_G005622.mRNA.2	PS_chr02_G005622
PS_chr02_G005623.mRNA.1	PS_chr02_G005623
PS_chr02_G005624.mRNA.4	PS_chr02_G005624
PS_chr02_G005625.mRNA.2	PS_chr02_G005625
PS_chr02_G005626.mRNA.3	PS_chr02_G005626
PS_chr02_G005627.mRNA.6	PS_chr02_G005627
PS_chr02_G005628.mRNA.1	PS_chr02_G005628
PS_chr02_G005629.mRNA.1	PS_chr02_G005629
PS_chr02_G005630.mRNA.1	PS_chr02_G005630
PS_chr02_G005631.mRNA.1	PS_chr02_G005631
PS_chr02_G005632.mRNA.5	PS_chr02_G005632
PS_chr02_G005634.mRNA.2	PS_chr02_G005634
PS_chr02_G005635.mRNA.1	PS_chr02_G005635
PS_chr02_G005639.mRNA.1	PS_chr02_G005639
PS_chr02_G005640.mRNA.1	PS_chr02_G005640
PS_chr02_G005642.mRNA.5	PS_chr02_G005642
PS_chr02_G005643.mRNA.4	PS_chr02_G005643
PS_chr02_G005644.mRNA.1	PS_chr02_G005644
PS_chr02_G005646.mRNA.1	PS_chr02_G005646
PS_chr02_G005647.mRNA.1	PS_chr02_G005647
PS_chr02_G005648.mRNA.1	PS_chr02_G005648
PS_chr02_G005649.mRNA.1	PS_chr02_G005649
PS_chr02_G005650.mRNA.2	PS_chr02_G005650
PS_chr02_G005651.mRNA.1	PS_chr02_G005651
PS_chr02_G005652.mRNA.1	PS_chr02_G005652
PS_chr02_G005653.mRNA.1	PS_chr02_G005653
PS_chr02_G005654.mRNA.1	PS_chr02_G005654
PS_chr02_G005655.mRNA.1	PS_chr02_G005655
PS_chr02_G005656.mRNA.1	PS_chr02_G005656
PS_chr02_G005657.mRNA.1	PS_chr02_G005657
PS_chr02_G005660.mRNA.4	PS_chr02_G005660
PS_chr02_G005661.mRNA.1	PS_chr02_G005661
PS_chr02_G005662.mRNA.1	PS_chr02_G005662
PS_chr02_G005663.mRNA.1	PS_chr02_G005663
PS_chr02_G005664.mRNA.1	PS_chr02_G005664
PS_chr02_G005665.mRNA.1	PS_chr02_G005665
PS_chr02_G005666.mRNA.1	PS_chr02_G005666
PS_chr02_G005667.mRNA.1	PS_chr02_G005667
PS_chr02_G005668.mRNA.1	PS_chr02_G005668
PS_chr02_G005669.mRNA.1	PS_chr02_G005669
PS_chr02_G005670.mRNA.1	PS_chr02_G005670
PS_chr02_G005671.mRNA.1	PS_chr02_G005671
PS_chr02_G005672.mRNA.1	PS_chr02_G005672
PS_chr02_G005673.mRNA.2	PS_chr02_G005673
PS_chr02_G005674.mRNA.1	PS_chr02_G005674
PS_chr02_G005675.mRNA.1	PS_chr02_G005675
PS_chr02_G005676.mRNA.1	PS_chr02_G005676
PS_chr02_G005677.mRNA.1	PS_chr02_G005677
PS_chr02_G005678.mRNA.1	PS_chr02_G005678
PS_chr02_G005679.mRNA.3	PS_chr02_G005679
PS_chr02_G005680.mRNA.1	PS_chr02_G005680
PS_chr02_G005681.mRNA.1	PS_chr02_G005681
PS_chr02_G005683.mRNA.2	PS_chr02_G005683
PS_chr02_G005684.mRNA.1	PS_chr02_G005684
PS_chr02_G005685.mRNA.1	PS_chr02_G005685
PS_chr02_G005686.mRNA.1	PS_chr02_G005686
PS_chr02_G005687.mRNA.1	PS_chr02_G005687
PS_chr02_G005688.mRNA.1	PS_chr02_G005688
PS_chr02_G005689.mRNA.1	PS_chr02_G005689
PS_chr02_G005690.mRNA.1	PS_chr02_G005690
PS_chr02_G005691.mRNA.1	PS_chr02_G005691
PS_chr02_G005692.mRNA.1	PS_chr02_G005692
PS_chr02_G005693.mRNA.1	PS_chr02_G005693
PS_chr02_G005694.mRNA.4	PS_chr02_G005694
PS_chr02_G005695.mRNA.3	PS_chr02_G005695
PS_chr02_G005696.mRNA.1	PS_chr02_G005696
PS_chr02_G005699.mRNA.1	PS_chr02_G005699
PS_chr02_G005700.mRNA.1	PS_chr02_G005700
PS_chr02_G005701.mRNA.1	PS_chr02_G005701
PS_chr02_G005702.mRNA.1	PS_chr02_G005702
PS_chr02_G005704.mRNA.1	PS_chr02_G005704
PS_chr02_G005705.mRNA.1	PS_chr02_G005705
PS_chr02_G005707.mRNA.1	PS_chr02_G005707
PS_chr02_G005708.mRNA.4	PS_chr02_G005708
PS_chr02_G005710.mRNA.8	PS_chr02_G005710
PS_chr02_G005711.mRNA.1	PS_chr02_G005711
PS_chr02_G005713.mRNA.2	PS_chr02_G005713
PS_chr02_G005714.mRNA.1	PS_chr02_G005714
PS_chr02_G005715.mRNA.3	PS_chr02_G005715
PS_chr02_G005716.mRNA.2	PS_chr02_G005716
PS_chr02_G005717.mRNA.4	PS_chr02_G005717
PS_chr02_G005718.mRNA.1	PS_chr02_G005718
PS_chr02_G005719.mRNA.1	PS_chr02_G005719
PS_chr02_G005720.mRNA.1	PS_chr02_G005720
PS_chr02_G005721.mRNA.1	PS_chr02_G005721
PS_chr02_G005726.mRNA.4	PS_chr02_G005726
PS_chr02_G005727.mRNA.1	PS_chr02_G005727
PS_chr02_G005728.mRNA.1	PS_chr02_G005728
PS_chr02_G005729.mRNA.1	PS_chr02_G005729
PS_chr02_G005730.mRNA.2	PS_chr02_G005730
PS_chr02_G005731.mRNA.1	PS_chr02_G005731
PS_chr02_G005732.mRNA.1	PS_chr02_G005732
PS_chr02_G005733.mRNA.1	PS_chr02_G005733
PS_chr02_G005734.mRNA.1	PS_chr02_G005734
PS_chr02_G005735.mRNA.5	PS_chr02_G005735
PS_chr02_G005738.mRNA.1	PS_chr02_G005738
PS_chr02_G005739.mRNA.11	PS_chr02_G005739
PS_chr02_G005741.mRNA.12	PS_chr02_G005741
PS_chr02_G005742.mRNA.1	PS_chr02_G005742
PS_chr02_G005744.mRNA.1	PS_chr02_G005744
PS_chr02_G005745.mRNA.1	PS_chr02_G005745
PS_chr02_G005747.mRNA.1	PS_chr02_G005747
PS_chr02_G005749.mRNA.9	PS_chr02_G005749
PS_chr02_G005750.mRNA.3	PS_chr02_G005750
PS_chr02_G005752.mRNA.1	PS_chr02_G005752
PS_chr02_G005753.mRNA.1	PS_chr02_G005753
PS_chr02_G005754.mRNA.1	PS_chr02_G005754
PS_chr02_G005755.mRNA.1	PS_chr02_G005755
PS_chr02_G005756.mRNA.1	PS_chr02_G005756
PS_chr02_G005757.mRNA.1	PS_chr02_G005757
PS_chr02_G005758.mRNA.1	PS_chr02_G005758
PS_chr02_G005759.mRNA.2	PS_chr02_G005759
PS_chr02_G005760.mRNA.1	PS_chr02_G005760
PS_chr02_G005761.mRNA.1	PS_chr02_G005761
PS_chr02_G005764.mRNA.1	PS_chr02_G005764
PS_chr02_G005765.mRNA.1	PS_chr02_G005765
PS_chr02_G005766.mRNA.1	PS_chr02_G005766
PS_chr02_G005767.mRNA.1	PS_chr02_G005767
PS_chr02_G005768.mRNA.1	PS_chr02_G005768
PS_chr02_G005769.mRNA.3	PS_chr02_G005769
PS_chr02_G005770.mRNA.1	PS_chr02_G005770
PS_chr02_G005771.mRNA.1	PS_chr02_G005771
PS_chr02_G005772.mRNA.10	PS_chr02_G005772
PS_chr02_G005773.mRNA.2	PS_chr02_G005773
PS_chr02_G005774.mRNA.3	PS_chr02_G005774
PS_chr02_G005775.mRNA.1	PS_chr02_G005775
PS_chr02_G005776.mRNA.2	PS_chr02_G005776
PS_chr02_G005777.mRNA.1	PS_chr02_G005777
PS_chr02_G005778.mRNA.3	PS_chr02_G005778
PS_chr02_G005779.mRNA.1	PS_chr02_G005779
PS_chr02_G005780.mRNA.1	PS_chr02_G005780
PS_chr02_G005781.mRNA.1	PS_chr02_G005781
PS_chr02_G005782.mRNA.7	PS_chr02_G005782
PS_chr02_G005784.mRNA.3	PS_chr02_G005784
PS_chr02_G005785.mRNA.1	PS_chr02_G005785
PS_chr02_G005787.mRNA.1	PS_chr02_G005787
PS_chr02_G005788.mRNA.1	PS_chr02_G005788
PS_chr02_G005786.mRNA.3	PS_chr02_G005786
PS_chr02_G005790.mRNA.2	PS_chr02_G005790
PS_chr02_G005791.mRNA.1	PS_chr02_G005791
PS_chr02_G005792.mRNA.2	PS_chr02_G005792
PS_chr02_G005793.mRNA.3	PS_chr02_G005793
PS_chr02_G005794.mRNA.1	PS_chr02_G005794
PS_chr02_G005795.mRNA.2	PS_chr02_G005795
PS_chr02_G005796.mRNA.2	PS_chr02_G005796
PS_chr02_G005800.mRNA.1	PS_chr02_G005800
PS_chr02_G005802.mRNA.1	PS_chr02_G005802
PS_chr02_G005803.mRNA.1	PS_chr02_G005803
PS_chr02_G005806.mRNA.1	PS_chr02_G005806
PS_chr02_G005808.mRNA.9	PS_chr02_G005808
PS_chr02_G005809.mRNA.1	PS_chr02_G005809
PS_chr02_G005810.mRNA.1	PS_chr02_G005810
PS_chr02_G005811.mRNA.2	PS_chr02_G005811
PS_chr02_G005812.mRNA.1	PS_chr02_G005812
PS_chr02_G005813.mRNA.1	PS_chr02_G005813
PS_chr02_G005814.mRNA.2	PS_chr02_G005814
PS_chr02_G005815.mRNA.1	PS_chr02_G005815
PS_chr02_G005816.mRNA.2	PS_chr02_G005816
PS_chr02_G005817.mRNA.1	PS_chr02_G005817
PS_chr02_G005818.mRNA.1	PS_chr02_G005818
PS_chr02_G005819.mRNA.1	PS_chr02_G005819
PS_chr02_G005820.mRNA.1	PS_chr02_G005820
PS_chr02_G005821.mRNA.1	PS_chr02_G005821
PS_chr02_G005822.mRNA.1	PS_chr02_G005822
PS_chr02_G005823.mRNA.1	PS_chr02_G005823
PS_chr02_G005824.mRNA.1	PS_chr02_G005824
PS_chr02_G005825.mRNA.1	PS_chr02_G005825
PS_chr02_G005826.mRNA.1	PS_chr02_G005826
PS_chr02_G005827.mRNA.1	PS_chr02_G005827
PS_chr02_G005828.mRNA.1	PS_chr02_G005828
PS_chr02_G005829.mRNA.1	PS_chr02_G005829
PS_chr02_G005830.mRNA.1	PS_chr02_G005830
PS_chr02_G005831.mRNA.1	PS_chr02_G005831
PS_chr02_G005832.mRNA.1	PS_chr02_G005832
PS_chr02_G005833.mRNA.1	PS_chr02_G005833
PS_chr02_G005834.mRNA.1	PS_chr02_G005834
PS_chr02_G005835.mRNA.2	PS_chr02_G005835
PS_chr02_G005836.mRNA.1	PS_chr02_G005836
PS_chr02_G005837.mRNA.1	PS_chr02_G005837
PS_chr02_G005838.mRNA.1	PS_chr02_G005838
PS_chr02_G005839.mRNA.1	PS_chr02_G005839
PS_chr02_G005840.mRNA.1	PS_chr02_G005840
PS_chr02_G005841.mRNA.1	PS_chr02_G005841
PS_chr02_G005842.mRNA.1	PS_chr02_G005842
PS_chr02_G005843.mRNA.1	PS_chr02_G005843
PS_chr02_G005844.mRNA.1	PS_chr02_G005844
PS_chr02_G005845.mRNA.1	PS_chr02_G005845
PS_chr02_G005846.mRNA.1	PS_chr02_G005846
PS_chr02_G005847.mRNA.1	PS_chr02_G005847
PS_chr02_G005848.mRNA.2	PS_chr02_G005848
PS_chr02_G005849.mRNA.1	PS_chr02_G005849
PS_chr02_G005850.mRNA.1	PS_chr02_G005850
PS_chr02_G005851.mRNA.1	PS_chr02_G005851
PS_chr02_G005852.mRNA.2	PS_chr02_G005852
PS_chr02_G005853.mRNA.1	PS_chr02_G005853
PS_chr02_G005854.mRNA.1	PS_chr02_G005854
PS_chr02_G005855.mRNA.2	PS_chr02_G005855
PS_chr02_G005857.mRNA.1	PS_chr02_G005857
PS_chr02_G005858.mRNA.2	PS_chr02_G005858
PS_chr02_G005859.mRNA.1	PS_chr02_G005859
PS_chr02_G005860.mRNA.2	PS_chr02_G005860
PS_chr02_G005861.mRNA.1	PS_chr02_G005861
PS_chr02_G005862.mRNA.1	PS_chr02_G005862
PS_chr02_G005863.mRNA.1	PS_chr02_G005863
PS_chr02_G005865.mRNA.5	PS_chr02_G005865
PS_chr02_G005870.mRNA.1	PS_chr02_G005870
PS_chr02_G005871.mRNA.1	PS_chr02_G005871
PS_chr02_G005872.mRNA.1	PS_chr02_G005872
PS_chr02_G005873.mRNA.1	PS_chr02_G005873
PS_chr02_G005874.mRNA.1	PS_chr02_G005874
PS_chr02_G005875.mRNA.1	PS_chr02_G005875
PS_chr02_G005876.mRNA.1	PS_chr02_G005876
PS_chr02_G005877.mRNA.1	PS_chr02_G005877
PS_chr02_G005878.mRNA.1	PS_chr02_G005878
PS_chr02_G005879.mRNA.1	PS_chr02_G005879
PS_chr02_G005880.mRNA.1	PS_chr02_G005880
PS_chr02_G005881.mRNA.1	PS_chr02_G005881
PS_chr02_G005882.mRNA.1	PS_chr02_G005882
PS_chr02_G005883.mRNA.1	PS_chr02_G005883
PS_chr02_G005884.mRNA.1	PS_chr02_G005884
PS_chr02_G005885.mRNA.1	PS_chr02_G005885
PS_chr02_G005886.mRNA.1	PS_chr02_G005886
PS_chr02_G005887.mRNA.1	PS_chr02_G005887
PS_chr02_G005888.mRNA.1	PS_chr02_G005888
PS_chr02_G005889.mRNA.1	PS_chr02_G005889
PS_chr02_G005890.mRNA.1	PS_chr02_G005890
PS_chr02_G005891.mRNA.1	PS_chr02_G005891
PS_chr02_G005892.mRNA.1	PS_chr02_G005892
PS_chr02_G005893.mRNA.2	PS_chr02_G005893
PS_chr02_G005894.mRNA.1	PS_chr02_G005894
PS_chr02_G005895.mRNA.1	PS_chr02_G005895
PS_chr02_G005896.mRNA.1	PS_chr02_G005896
PS_chr02_G005897.mRNA.1	PS_chr02_G005897
PS_chr02_G005898.mRNA.1	PS_chr02_G005898
PS_chr02_G005899.mRNA.1	PS_chr02_G005899
PS_chr02_G005900.mRNA.3	PS_chr02_G005900
PS_chr02_G005901.mRNA.2	PS_chr02_G005901
PS_chr02_G005902.mRNA.1	PS_chr02_G005902
PS_chr02_G005903.mRNA.1	PS_chr02_G005903
PS_chr02_G005904.mRNA.1	PS_chr02_G005904
PS_chr02_G005905.mRNA.1	PS_chr02_G005905
PS_chr02_G005906.mRNA.1	PS_chr02_G005906
PS_chr02_G005907.mRNA.1	PS_chr02_G005907
PS_chr02_G005908.mRNA.1	PS_chr02_G005908
PS_chr02_G005909.mRNA.1	PS_chr02_G005909
PS_chr02_G005910.mRNA.1	PS_chr02_G005910
PS_chr02_G005911.mRNA.1	PS_chr02_G005911
PS_chr02_G005912.mRNA.1	PS_chr02_G005912
PS_chr02_G005913.mRNA.1	PS_chr02_G005913
PS_chr02_G005914.mRNA.1	PS_chr02_G005914
PS_chr02_G005915.mRNA.1	PS_chr02_G005915
PS_chr02_G005917.mRNA.1	PS_chr02_G005917
PS_chr02_G005918.mRNA.2	PS_chr02_G005918
PS_chr02_G005919.mRNA.1	PS_chr02_G005919
PS_chr02_G005920.mRNA.1	PS_chr02_G005920
PS_chr02_G005921.mRNA.1	PS_chr02_G005921
PS_chr02_G005922.mRNA.1	PS_chr02_G005922
PS_chr02_G005923.mRNA.2	PS_chr02_G005923
PS_chr02_G005924.mRNA.4	PS_chr02_G005924
PS_chr02_G005925.mRNA.1	PS_chr02_G005925
PS_chr02_G005927.mRNA.1	PS_chr02_G005927
PS_chr02_G005928.mRNA.1	PS_chr02_G005928
PS_chr02_G005931.mRNA.1	PS_chr02_G005931
PS_chr02_G005932.mRNA.2	PS_chr02_G005932
PS_chr02_G005933.mRNA.9	PS_chr02_G005933
PS_chr02_G005937.mRNA.1	PS_chr02_G005937
PS_chr02_G005939.mRNA.1	PS_chr02_G005939
PS_chr02_G005942.mRNA.1	PS_chr02_G005942
PS_chr02_G005943.mRNA.1	PS_chr02_G005943
PS_chr02_G005944.mRNA.1	PS_chr02_G005944
PS_chr02_G005945.mRNA.1	PS_chr02_G005945
PS_chr02_G005946.mRNA.1	PS_chr02_G005946
PS_chr02_G005947.mRNA.2	PS_chr02_G005947
PS_chr02_G005948.mRNA.2	PS_chr02_G005948
PS_chr02_G005949.mRNA.1	PS_chr02_G005949
PS_chr02_G005950.mRNA.1	PS_chr02_G005950
PS_chr02_G005951.mRNA.1	PS_chr02_G005951
PS_chr02_G005952.mRNA.1	PS_chr02_G005952
PS_chr02_G005954.mRNA.1	PS_chr02_G005954
PS_chr02_G005955.mRNA.1	PS_chr02_G005955
PS_chr02_G005956.mRNA.1	PS_chr02_G005956
PS_chr02_G005957.mRNA.1	PS_chr02_G005957
PS_chr02_G005958.mRNA.4	PS_chr02_G005958
PS_chr02_G005960.mRNA.1	PS_chr02_G005960
PS_chr02_G005959.mRNA.7	PS_chr02_G005959
PS_chr02_G005961.mRNA.1	PS_chr02_G005961
PS_chr02_G005962.mRNA.1	PS_chr02_G005962
PS_chr02_G005963.mRNA.3	PS_chr02_G005963
PS_chr02_G005965.mRNA.1	PS_chr02_G005965
PS_chr02_G005966.mRNA.1	PS_chr02_G005966
PS_chr02_G005967.mRNA.1	PS_chr02_G005967
PS_chr02_G005968.mRNA.1	PS_chr02_G005968
PS_chr02_G005969.mRNA.1	PS_chr02_G005969
PS_chr02_G005970.mRNA.1	PS_chr02_G005970
PS_chr02_G005971.mRNA.1	PS_chr02_G005971
PS_chr02_G005972.mRNA.1	PS_chr02_G005972
PS_chr02_G005973.mRNA.1	PS_chr02_G005973
PS_chr02_G005974.mRNA.1	PS_chr02_G005974
PS_chr02_G005975.mRNA.1	PS_chr02_G005975
PS_chr02_G005976.mRNA.1	PS_chr02_G005976
PS_chr02_G005977.mRNA.2	PS_chr02_G005977
PS_chr02_G005978.mRNA.3	PS_chr02_G005978
PS_chr02_G005979.mRNA.1	PS_chr02_G005979
PS_chr02_G005980.mRNA.1	PS_chr02_G005980
PS_chr02_G005981.mRNA.1	PS_chr02_G005981
PS_chr02_G005982.mRNA.2	PS_chr02_G005982
PS_chr02_G005983.mRNA.1	PS_chr02_G005983
PS_chr02_G005984.mRNA.1	PS_chr02_G005984
PS_chr02_G005986.mRNA.1	PS_chr02_G005986
PS_chr02_G005987.mRNA.2	PS_chr02_G005987
PS_chr02_G005988.mRNA.2	PS_chr02_G005988
PS_chr02_G005989.mRNA.2	PS_chr02_G005989
PS_chr02_G005990.mRNA.1	PS_chr02_G005990
PS_chr02_G005992.mRNA.2	PS_chr02_G005992
PS_chr02_G005993.mRNA.2	PS_chr02_G005993
PS_chr02_G005994.mRNA.1	PS_chr02_G005994
PS_chr02_G005995.mRNA.1	PS_chr02_G005995
PS_chr02_G005996.mRNA.1	PS_chr02_G005996
PS_chr02_G005997.mRNA.1	PS_chr02_G005997
PS_chr02_G005998.mRNA.1	PS_chr02_G005998
PS_chr02_G005999.mRNA.1	PS_chr02_G005999
PS_chr02_G006000.mRNA.1	PS_chr02_G006000
PS_chr02_G006001.mRNA.1	PS_chr02_G006001
PS_chr02_G006002.mRNA.1	PS_chr02_G006002
PS_chr02_G006003.mRNA.1	PS_chr02_G006003
PS_chr02_G006004.mRNA.3	PS_chr02_G006004
PS_chr02_G006005.mRNA.2	PS_chr02_G006005
PS_chr02_G006006.mRNA.1	PS_chr02_G006006
PS_chr02_G006007.mRNA.2	PS_chr02_G006007
PS_chr02_G006008.mRNA.7	PS_chr02_G006008
PS_chr02_G006009.mRNA.1	PS_chr02_G006009
PS_chr02_G006010.mRNA.1	PS_chr02_G006010
PS_chr02_G006011.mRNA.2	PS_chr02_G006011
PS_chr02_G006012.mRNA.1	PS_chr02_G006012
PS_chr02_G006013.mRNA.3	PS_chr02_G006013
PS_chr02_G006014.mRNA.1	PS_chr02_G006014
PS_chr02_G006015.mRNA.1	PS_chr02_G006015
PS_chr02_G006016.mRNA.1	PS_chr02_G006016
PS_chr02_G006018.mRNA.2	PS_chr02_G006018
PS_chr02_G006019.mRNA.2	PS_chr02_G006019
PS_chr02_G006020.mRNA.1	PS_chr02_G006020
PS_chr02_G006021.mRNA.1	PS_chr02_G006021
PS_chr02_G006022.mRNA.1	PS_chr02_G006022
PS_chr02_G006023.mRNA.1	PS_chr02_G006023
PS_chr02_G006024.mRNA.1	PS_chr02_G006024
PS_chr02_G006025.mRNA.1	PS_chr02_G006025
PS_chr02_G006026.mRNA.1	PS_chr02_G006026
PS_chr02_G006027.mRNA.3	PS_chr02_G006027
PS_chr02_G006028.mRNA.2	PS_chr02_G006028
PS_chr02_G006029.mRNA.7	PS_chr02_G006029
PS_chr02_G006030.mRNA.2	PS_chr02_G006030
PS_chr02_G006031.mRNA.1	PS_chr02_G006031
PS_chr02_G006032.mRNA.1	PS_chr02_G006032
PS_chr02_G006033.mRNA.1	PS_chr02_G006033
PS_chr02_G006034.mRNA.2	PS_chr02_G006034
PS_chr02_G006036.mRNA.4	PS_chr02_G006036
PS_chr02_G006037.mRNA.1	PS_chr02_G006037
PS_chr02_G006038.mRNA.1	PS_chr02_G006038
PS_chr02_G006039.mRNA.1	PS_chr02_G006039
PS_chr02_G006042.mRNA.1	PS_chr02_G006042
PS_chr02_G006043.mRNA.1	PS_chr02_G006043
PS_chr02_G006044.mRNA.1	PS_chr02_G006044
PS_chr02_G006045.mRNA.4	PS_chr02_G006045
PS_chr02_G006046.mRNA.1	PS_chr02_G006046
PS_chr02_G006047.mRNA.1	PS_chr02_G006047
PS_chr02_G006048.mRNA.1	PS_chr02_G006048
PS_chr02_G006049.mRNA.4	PS_chr02_G006049
PS_chr02_G006051.mRNA.1	PS_chr02_G006051
PS_chr02_G006053.mRNA.2	PS_chr02_G006053
PS_chr02_G006054.mRNA.2	PS_chr02_G006054
PS_chr02_G006055.mRNA.1	PS_chr02_G006055
PS_chr02_G006057.mRNA.2	PS_chr02_G006057
PS_chr02_G006058.mRNA.4	PS_chr02_G006058
PS_chr02_G006059.mRNA.1	PS_chr02_G006059
PS_chr02_G006060.mRNA.2	PS_chr02_G006060
PS_chr02_G006061.mRNA.1	PS_chr02_G006061
PS_chr02_G006062.mRNA.1	PS_chr02_G006062
PS_chr02_G006063.mRNA.2	PS_chr02_G006063
PS_chr02_G006064.mRNA.2	PS_chr02_G006064
PS_chr02_G006065.mRNA.1	PS_chr02_G006065
PS_chr02_G006066.mRNA.2	PS_chr02_G006066
PS_chr02_G006067.mRNA.1	PS_chr02_G006067
PS_chr02_G006068.mRNA.1	PS_chr02_G006068
PS_chr02_G006069.mRNA.1	PS_chr02_G006069
PS_chr02_G006070.mRNA.1	PS_chr02_G006070
PS_chr02_G006071.mRNA.1	PS_chr02_G006071
PS_chr02_G006072.mRNA.1	PS_chr02_G006072
PS_chr02_G006073.mRNA.1	PS_chr02_G006073
PS_chr02_G006074.mRNA.3	PS_chr02_G006074
PS_chr02_G006075.mRNA.1	PS_chr02_G006075
PS_chr02_G006077.mRNA.5	PS_chr02_G006077
PS_chr02_G006078.mRNA.1	PS_chr02_G006078
PS_chr02_G006079.mRNA.1	PS_chr02_G006079
PS_chr02_G006080.mRNA.1	PS_chr02_G006080
PS_chr02_G006081.mRNA.1	PS_chr02_G006081
PS_chr02_G006082.mRNA.1	PS_chr02_G006082
PS_chr02_G006083.mRNA.1	PS_chr02_G006083
PS_chr02_G006084.mRNA.1	PS_chr02_G006084
PS_chr02_G006086.mRNA.4	PS_chr02_G006086
PS_chr02_G006087.mRNA.2	PS_chr02_G006087
PS_chr02_G006088.mRNA.1	PS_chr02_G006088
PS_chr02_G006089.mRNA.1	PS_chr02_G006089
PS_chr02_G006090.mRNA.1	PS_chr02_G006090
PS_chr02_G006091.mRNA.1	PS_chr02_G006091
PS_chr02_G006092.mRNA.1	PS_chr02_G006092
PS_chr02_G006093.mRNA.2	PS_chr02_G006093
PS_chr02_G006094.mRNA.1	PS_chr02_G006094
PS_chr02_G006095.mRNA.1	PS_chr02_G006095
PS_chr02_G006096.mRNA.1	PS_chr02_G006096
PS_chr02_G006097.mRNA.1	PS_chr02_G006097
PS_chr02_G006098.mRNA.1	PS_chr02_G006098
PS_chr02_G006099.mRNA.2	PS_chr02_G006099
PS_chr02_G006100.mRNA.2	PS_chr02_G006100
PS_chr02_G006101.mRNA.1	PS_chr02_G006101
PS_chr02_G006103.mRNA.1	PS_chr02_G006103
PS_chr02_G006104.mRNA.1	PS_chr02_G006104
PS_chr02_G006105.mRNA.1	PS_chr02_G006105
PS_chr02_G006106.mRNA.2	PS_chr02_G006106
PS_chr02_G006107.mRNA.1	PS_chr02_G006107
PS_chr02_G006109.mRNA.1	PS_chr02_G006109
PS_chr02_G006110.mRNA.1	PS_chr02_G006110
PS_chr02_G006112.mRNA.1	PS_chr02_G006112
PS_chr02_G006113.mRNA.1	PS_chr02_G006113
PS_chr02_G006114.mRNA.1	PS_chr02_G006114
PS_chr02_G006115.mRNA.1	PS_chr02_G006115
PS_chr02_G006116.mRNA.1	PS_chr02_G006116
PS_chr02_G006117.mRNA.1	PS_chr02_G006117
PS_chr02_G006118.mRNA.3	PS_chr02_G006118
PS_chr02_G006119.mRNA.1	PS_chr02_G006119
PS_chr02_G006120.mRNA.1	PS_chr02_G006120
PS_chr02_G006121.mRNA.1	PS_chr02_G006121
PS_chr02_G006122.mRNA.2	PS_chr02_G006122
PS_chr02_G006123.mRNA.1	PS_chr02_G006123
PS_chr02_G006124.mRNA.1	PS_chr02_G006124
PS_chr02_G006125.mRNA.1	PS_chr02_G006125
PS_chr02_G006126.mRNA.1	PS_chr02_G006126
PS_chr02_G006127.mRNA.1	PS_chr02_G006127
PS_chr02_G006128.mRNA.1	PS_chr02_G006128
PS_chr02_G006129.mRNA.1	PS_chr02_G006129
PS_chr02_G006130.mRNA.1	PS_chr02_G006130
PS_chr02_G006131.mRNA.1	PS_chr02_G006131
PS_chr02_G006132.mRNA.6	PS_chr02_G006132
